No,Nama_Menu,Kategori,Kalori,Sumber_Karbohidrat,Deskripsi_Menu,Karbo_List,Karbo_Clean,Keyword_Semantik,enhanced_corpus_mccbf,corpus_rf
450,ikan sambal kecombrang chef s choice,ikan,518,nasi merah,menu ikan sambal kecombrang chef s choice ala yellow fit kitchen rendah kalori dan bergizi,['nasi merah'],nasi merah,protein ikan,ikan sambal kecombrang chef s choice menu ikan sambal kecombrang chef s choice ala yellow fit kitchen rendah kalori dan bergizi nasi merah protein ikan,ikan sambal kecombrang chef s choice menu ikan sambal kecombrang chef s choice ala yellow fit kitchen rendah kalori dan bergizi
451,Rendang Padang Nabati,Vegetarian,342,Brown Rice,Menu Rendang Padang Nabati vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Brown Rice'],Brown Rice,protein vegetarian,"Rendang Padang Nabati Menu Rendang Padang Nabati vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Brown Rice protein vegetarian",Rendang Padang Nabati Menu Rendang Padang Nabati vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
452,Kari Katsu Tahu,Vegetarian,362,Quinoa,Menu Kari Katsu Tahu vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Quinoa'],Quinoa,protein vegetarian,"Kari Katsu Tahu Menu Kari Katsu Tahu vegetarian ala Dietgo Kitchen sehat dan rendah kalori Quinoa protein vegetarian",Kari Katsu Tahu Menu Kari Katsu Tahu vegetarian ala Dietgo Kitchen sehat dan rendah kalori
453,Steak Tempe Lada Hitam,Vegetarian,300,Shirataki Noodle,Menu Steak Tempe Lada Hitam vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Shirataki Noodle'],Shirataki Noodle,protein vegetarian,"Steak Tempe Lada Hitam Menu Steak Tempe Lada Hitam vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Shirataki Noodle protein vegetarian",Steak Tempe Lada Hitam Menu Steak Tempe Lada Hitam vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
454,Bakso Malang Vegan,Vegetarian,382,Mashed Cauliflower,Menu Bakso Malang Vegan vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Mashed Cauliflower'],Mashed Cauliflower,protein vegetarian,"Bakso Malang Vegan Menu Bakso Malang Vegan vegetarian ala Dietgo Kitchen sehat dan rendah kalori Mashed Cauliflower protein vegetarian",Bakso Malang Vegan Menu Bakso Malang Vegan vegetarian ala Dietgo Kitchen sehat dan rendah kalori
455,Burger Jamur Sehat,Vegetarian,316,Whole Wheat Pasta,Menu Burger Jamur Sehat vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Whole Wheat Pasta'],Whole Wheat Pasta,protein vegetarian,"Burger Jamur Sehat Menu Burger Jamur Sehat vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Whole Wheat Pasta protein vegetarian",Burger Jamur Sehat Menu Burger Jamur Sehat vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
456,Gado-Gado Gulung,Vegetarian,315,Multigrain Rice,Menu Gado-Gado Gulung vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Multigrain Rice'],Multigrain Rice,protein vegetarian,"Gado-Gado Gulung Menu Gado-Gado Gulung vegetarian ala Dietgo Kitchen sehat dan rendah kalori Multigrain Rice protein vegetarian",Gado-Gado Gulung Menu Gado-Gado Gulung vegetarian ala Dietgo Kitchen sehat dan rendah kalori
457,Salad Wrap Tahu,Vegetarian,427,Multigrain Rice,Menu Salad Wrap Tahu vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Multigrain Rice'],Multigrain Rice,protein vegetarian,"Salad Wrap Tahu Menu Salad Wrap Tahu vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Multigrain Rice protein vegetarian",Salad Wrap Tahu Menu Salad Wrap Tahu vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
458,Makaroni Keju Vegan,Vegetarian,362,Multigrain Rice,Menu Makaroni Keju Vegan vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Multigrain Rice'],Multigrain Rice,protein vegetarian,"Makaroni Keju Vegan Menu Makaroni Keju Vegan vegetarian ala Dietgo Kitchen sehat dan rendah kalori Multigrain Rice protein vegetarian",Makaroni Keju Vegan Menu Makaroni Keju Vegan vegetarian ala Dietgo Kitchen sehat dan rendah kalori
459,Spaghetti Aglio Olio Jamur,Vegetarian,423,Multigrain Rice,Menu Spaghetti Aglio Olio Jamur vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Multigrain Rice'],Multigrain Rice,protein vegetarian,"Spaghetti Aglio Olio Jamur Menu Spaghetti Aglio Olio Jamur vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Multigrain Rice protein vegetarian",Spaghetti Aglio Olio Jamur Menu Spaghetti Aglio Olio Jamur vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
460,Nasi Goreng Quinoa Sayur,Vegetarian,355,Mashed Cauliflower,Menu Nasi Goreng Quinoa Sayur vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Mashed Cauliflower'],Mashed Cauliflower,protein vegetarian,"Nasi Goreng Quinoa Sayur Menu Nasi Goreng Quinoa Sayur vegetarian ala Dietgo Kitchen sehat dan rendah kalori Mashed Cauliflower protein vegetarian",Nasi Goreng Quinoa Sayur Menu Nasi Goreng Quinoa Sayur vegetarian ala Dietgo Kitchen sehat dan rendah kalori
461,Poke Bowl Tahu,Vegetarian,403,Whole Wheat Pasta,Menu Poke Bowl Tahu vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Whole Wheat Pasta'],Whole Wheat Pasta,protein vegetarian,"Poke Bowl Tahu Menu Poke Bowl Tahu vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Whole Wheat Pasta protein vegetarian",Poke Bowl Tahu Menu Poke Bowl Tahu vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
462,Tempe Katsu Don,Vegetarian,420,Multigrain Rice,Menu Tempe Katsu Don vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Multigrain Rice'],Multigrain Rice,protein vegetarian,"Tempe Katsu Don Menu Tempe Katsu Don vegetarian ala Dietgo Kitchen sehat dan rendah kalori Multigrain Rice protein vegetarian",Tempe Katsu Don Menu Tempe Katsu Don vegetarian ala Dietgo Kitchen sehat dan rendah kalori
463,Sate Lilit Vegan,Vegetarian,388,Shirataki Noodle,Menu Sate Lilit Vegan vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Shirataki Noodle'],Shirataki Noodle,protein vegetarian,"Sate Lilit Vegan Menu Sate Lilit Vegan vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Shirataki Noodle protein vegetarian",Sate Lilit Vegan Menu Sate Lilit Vegan vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
464,Tumis Nasi Kembang Kol,Vegetarian,446,Multigrain Rice,Menu Tumis Nasi Kembang Kol vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Multigrain Rice'],Multigrain Rice,protein vegetarian,"Tumis Nasi Kembang Kol Menu Tumis Nasi Kembang Kol vegetarian ala Dietgo Kitchen sehat dan rendah kalori Multigrain Rice protein vegetarian",Tumis Nasi Kembang Kol Menu Tumis Nasi Kembang Kol vegetarian ala Dietgo Kitchen sehat dan rendah kalori
465,Bibimbap Vegan,Vegetarian,344,Red Rice,Menu Bibimbap Vegan vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Red Rice'],Red Rice,protein vegetarian,"Bibimbap Vegan Menu Bibimbap Vegan vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Red Rice protein vegetarian",Bibimbap Vegan Menu Bibimbap Vegan vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
466,Pasta Bolognese Nabati,Vegetarian,363,Mashed Cauliflower,Menu Pasta Bolognese Nabati vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Mashed Cauliflower'],Mashed Cauliflower,protein vegetarian,"Pasta Bolognese Nabati Menu Pasta Bolognese Nabati vegetarian ala Dietgo Kitchen sehat dan rendah kalori Mashed Cauliflower protein vegetarian",Pasta Bolognese Nabati Menu Pasta Bolognese Nabati vegetarian ala Dietgo Kitchen sehat dan rendah kalori
467,Sup Krim Jamur dengan Roti,Vegetarian,418,Quinoa,Menu Sup Krim Jamur dengan Roti vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Quinoa'],Quinoa,protein vegetarian,"Sup Krim Jamur dengan Roti Menu Sup Krim Jamur dengan Roti vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Quinoa protein vegetarian",Sup Krim Jamur dengan Roti Menu Sup Krim Jamur dengan Roti vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
468,Lasagna Vegan,Vegetarian,430,Mashed Cauliflower,Menu Lasagna Vegan vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Mashed Cauliflower'],Mashed Cauliflower,protein vegetarian,"Lasagna Vegan Menu Lasagna Vegan vegetarian ala Dietgo Kitchen sehat dan rendah kalori Mashed Cauliflower protein vegetarian",Lasagna Vegan Menu Lasagna Vegan vegetarian ala Dietgo Kitchen sehat dan rendah kalori
469,Rice Bowl Tahu Teriyaki,Vegetarian,384,Red Rice,Menu Rice Bowl Tahu Teriyaki vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Red Rice'],Red Rice,protein vegetarian,"Rice Bowl Tahu Teriyaki Menu Rice Bowl Tahu Teriyaki vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Red Rice protein vegetarian",Rice Bowl Tahu Teriyaki Menu Rice Bowl Tahu Teriyaki vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
470,Burger Tempe Mendoan,Vegetarian,302,Multigrain Rice,Menu Burger Tempe Mendoan vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Multigrain Rice'],Multigrain Rice,protein vegetarian,"Burger Tempe Mendoan Menu Burger Tempe Mendoan vegetarian ala Dietgo Kitchen sehat dan rendah kalori Multigrain Rice protein vegetarian",Burger Tempe Mendoan Menu Burger Tempe Mendoan vegetarian ala Dietgo Kitchen sehat dan rendah kalori
471,Shepherd's Pie Vegan,Vegetarian,375,Mashed Cauliflower,Menu Shepherd's Pie Vegan vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Mashed Cauliflower'],Mashed Cauliflower,protein vegetarian,"Shepherd's Pie Vegan Menu Shepherd's Pie Vegan vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Mashed Cauliflower protein vegetarian",Shepherd's Pie Vegan Menu Shepherd's Pie Vegan vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
472,Rendang Nangka,Vegetarian,404,Red Rice,Menu Rendang Nangka vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Red Rice'],Red Rice,protein vegetarian,"Rendang Nangka Menu Rendang Nangka vegetarian ala Dietgo Kitchen sehat dan rendah kalori Red Rice protein vegetarian",Rendang Nangka Menu Rendang Nangka vegetarian ala Dietgo Kitchen sehat dan rendah kalori
473,Stroganoff Jamur,Vegetarian,366,Red Rice,Menu Stroganoff Jamur vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Red Rice'],Red Rice,protein vegetarian,"Stroganoff Jamur Menu Stroganoff Jamur vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Red Rice protein vegetarian",Stroganoff Jamur Menu Stroganoff Jamur vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
474,Cannelloni Bayam dan Ricotta,Vegetarian,444,Quinoa,Menu Cannelloni Bayam dan Ricotta vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Quinoa'],Quinoa,protein vegetarian,"Cannelloni Bayam dan Ricotta Menu Cannelloni Bayam dan Ricotta vegetarian ala Dietgo Kitchen sehat dan rendah kalori Quinoa protein vegetarian",Cannelloni Bayam dan Ricotta Menu Cannelloni Bayam dan Ricotta vegetarian ala Dietgo Kitchen sehat dan rendah kalori
475,Kari Hijau Sayuran,Vegetarian,332,Whole Wheat Pasta,Menu Kari Hijau Sayuran vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Whole Wheat Pasta'],Whole Wheat Pasta,protein vegetarian,"Kari Hijau Sayuran Menu Kari Hijau Sayuran vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Whole Wheat Pasta protein vegetarian",Kari Hijau Sayuran Menu Kari Hijau Sayuran vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
476,Sup Kacang Lentil,Vegetarian,399,Brown Rice,Menu Sup Kacang Lentil vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Brown Rice'],Brown Rice,protein vegetarian,"Sup Kacang Lentil Menu Sup Kacang Lentil vegetarian ala Dietgo Kitchen sehat dan rendah kalori Brown Rice protein vegetarian",Sup Kacang Lentil Menu Sup Kacang Lentil vegetarian ala Dietgo Kitchen sehat dan rendah kalori
477,Wrap Falafel,Vegetarian,391,Multigrain Rice,Menu Wrap Falafel vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Multigrain Rice'],Multigrain Rice,protein vegetarian,"Wrap Falafel Menu Wrap Falafel vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Multigrain Rice protein vegetarian",Wrap Falafel Menu Wrap Falafel vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
478,Platter Sushi Vegetarian,Vegetarian,338,Multigrain Rice,Menu Platter Sushi Vegetarian vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Multigrain Rice'],Multigrain Rice,protein vegetarian,"Platter Sushi Vegetarian Menu Platter Sushi Vegetarian vegetarian ala Dietgo Kitchen sehat dan rendah kalori Multigrain Rice protein vegetarian",Platter Sushi Vegetarian Menu Platter Sushi Vegetarian vegetarian ala Dietgo Kitchen sehat dan rendah kalori
479,Parmigiana Terong,Vegetarian,401,Brown Rice,Menu Parmigiana Terong vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Brown Rice'],Brown Rice,protein vegetarian,"Parmigiana Terong Menu Parmigiana Terong vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Brown Rice protein vegetarian",Parmigiana Terong Menu Parmigiana Terong vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
480,Mie Zucchini dengan Pesto,Vegetarian,355,Mashed Cauliflower,Menu Mie Zucchini dengan Pesto vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Mashed Cauliflower'],Mashed Cauliflower,protein vegetarian,"Mie Zucchini dengan Pesto Menu Mie Zucchini dengan Pesto vegetarian ala Dietgo Kitchen sehat dan rendah kalori Mashed Cauliflower protein vegetarian",Mie Zucchini dengan Pesto Menu Mie Zucchini dengan Pesto vegetarian ala Dietgo Kitchen sehat dan rendah kalori
481,Rendang Padang Nabati Diet,Vegetarian,314,Quinoa,Menu Rendang Padang Nabati Diet vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Quinoa'],Quinoa,protein vegetarian,"Rendang Padang Nabati Diet Menu Rendang Padang Nabati Diet vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Quinoa protein vegetarian",Rendang Padang Nabati Diet Menu Rendang Padang Nabati Diet vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
482,Kari Katsu Tahu Sehat,Vegetarian,412,Brown Rice,Menu Kari Katsu Tahu Sehat vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Brown Rice'],Brown Rice,protein vegetarian,"Kari Katsu Tahu Sehat Menu Kari Katsu Tahu Sehat vegetarian ala Dietgo Kitchen sehat dan rendah kalori Brown Rice protein vegetarian",Kari Katsu Tahu Sehat Menu Kari Katsu Tahu Sehat vegetarian ala Dietgo Kitchen sehat dan rendah kalori
483,Steak Tempe Lada Hitam Nabati,Vegetarian,329,Shirataki Noodle,Menu Steak Tempe Lada Hitam Nabati vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Shirataki Noodle'],Shirataki Noodle,protein vegetarian,"Steak Tempe Lada Hitam Nabati Menu Steak Tempe Lada Hitam Nabati vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Shirataki Noodle protein vegetarian",Steak Tempe Lada Hitam Nabati Menu Steak Tempe Lada Hitam Nabati vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
484,Bakso Malang Vegan,Vegetarian,441,Quinoa,Menu Bakso Malang Vegan vegetarian ala Dietgo Kitchen sehat dan rendah kalori,['Quinoa'],Quinoa,protein vegetarian,"Bakso Malang Vegan Menu Bakso Malang Vegan vegetarian ala Dietgo Kitchen sehat dan rendah kalori Quinoa protein vegetarian",Bakso Malang Vegan Menu Bakso Malang Vegan vegetarian ala Dietgo Kitchen sehat dan rendah kalori
485,Burger Jamur Sehat Spesial,Vegetarian,358,Quinoa,Menu Burger Jamur Sehat Spesial vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori,['Quinoa'],Quinoa,protein vegetarian,"Burger Jamur Sehat Spesial Menu Burger Jamur Sehat Spesial vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori Quinoa protein vegetarian",Burger Jamur Sehat Spesial Menu Burger Jamur Sehat Spesial vegetarian ala Yellow Fit Kitchen sehat dan rendah kalori
